account_id,acct_tx_count,acct_tx_velocity,acct_active_days,acct_amount_total,acct_amount_avg,acct_amount_std,acct_age_days,acct_kyc_unverified,dev_unique_count,dev_tx_per_device,dev_max_accts_per_device,dev_shared_count,dev_shared_ratio,dev_concentration,net_unique_ip_count,net_tx_per_ip,net_max_accts_per_ip,net_shared_ip_count,net_shared_ip_ratio,net_ip_concentration,tx_velocity,tx_amount_mean,tx_amount_max,tx_amount_concentration,tx_time_spread_hours,tx_hour_mode,tx_weekend_ratio,merch_unique_count,merch_concentration,merch_max_accts_per_merchant,merch_top_category,merch_avg_age_days,graph_degree,graph_weighted_degree,graph_connected_devices,graph_connected_ips,graph_connected_merchants,graph_shared_devices,graph_shared_ips,graph_proj_degree,graph_proj_weighted_degree,graph_community_size,graph_community_density,graph_community_fraud_ratio,graph_community_shared_device_ratio,graph_community_shared_ip_ratio,phase,is_fraud_account,fraud_cluster_id,net_ip_persistence_score,merch_persistence_score,dev_mutation_score,relational_stability_score,topology_drift_score,behavioral_shift_score,genome_drift_score
c7ee8005-7124-4160-b143-2a256cff3078,0.13043478260869565,0.13043478260869565,0.3,0.19170975211531122,0.6326871040524157,0.6408212668570341,0.9494949494949495,0,0.2,0.15,0.6666666666666666,0.2,1.0,1.0,0.4,0.15,0.25,0.4,1.0,0.6666666666666666,0.13043478260869565,0.6326871040524157,0.9857079142474855,0.5212260234929317,0.4900985790460055,0.5217391304347826,0.3333333333333333,0.16666666666666666,1.0,0.5806451612903226,2.0,0.6330275229357798,0.3076923076923077,0.13043478260869565,0.2,0.4,0.16666666666666666,0.2,0.4,0.1858974358974359,0.18012422360248448,1.0,0.09809696420480289,0.18717504332755633,1.0,0.8831312017640573,T3,False,none,0.5,0.5806451612903226,0.5,0.5757575454545454,0.18831168831168832,0.083337500250015,0.6170481971718934
b8be4d23-db52-4eb3-9a46-21190d673547,0.0,0.0,0.0,0.0,0.0,0.0,0.29292929292929293,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,T3,False,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3b09b254-2b70-4f7a-ac69-c21564782837,0.13043478260869565,0.13043478260869565,0.3,0.175803025513898,0.5801911789502421,0.6163054443134399,0.8080808080808081,1,0.2,0.15,0.5333333333333333,0.2,1.0,1.0,0.4,0.15,0.25,0.2,0.5,0.6666666666666666,0.13043478260869565,0.5801911789502421,0.8752272513635081,0.504680517353723,0.447673035526751,0.34782608695652173,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6774193548387096,0.0,0.3700305810397554,0.38461538461538464,0.13043478260869565,0.2,0.4,0.3333333333333333,0.2,0.2,0.2948717948717949,0.2857142857142857,0.8043478260869565,0.15564114182147712,0.11611785095320624,0.7792494481236203,0.7122381477398015,T3,False,none,0.25,0.45161290322580644,0.166666,0.6818181818181818,0.2987012987012987,0.1250057503450207,0.6361323178524949
32733dd8-fac5-4107-bc35-e6ecc83828a5,0.13043478260869565,0.13043478260869565,0.3,0.26661892648248176,0.8799049324329749,0.2557570699570136,0.898989898989899,0,0.2,0.15,0.7333333333333333,0.2,1.0,1.0,0.2,0.3,0.4166666666666667,0.2,1.0,1.0,0.13043478260869565,0.8799049324329749,0.992249953499721,0.37726990673991206,0.4349268054935045,0.30434782608695654,0.3333333333333333,0.5,0.3333333333333333,0.8387096774193549,0.0,0.6116207951070337,0.38461538461538464,0.13043478260869565,0.2,0.2,0.5,0.2,0.2,0.4935897435897436,0.484472049689441,0.6739130434782609,0.1716130493883099,0.2772963604852686,0.7696835908756439,0.705071664829107,T3,False,none,0.3333333333333333,0.27956990322580644,0.166666,0.8181818181818182,0.5,0.250007500450027,0.7697200175786247
5ff382b9-8470-46f2-a01b-ee0a6978af9c,0.13043478260869565,0.13043478260869565,0.2,0.12365241604597332,0.40808194760042715,0.27425202783533104,0.9090909090909091,0,0.4,0.075,0.7333333333333333,0.4,1.0,0.6666666666666666,0.2,0.3,0.3333333333333333,0.2,1.0,1.0,0.13043478260869565,0.40808194760042715,0.5927715566293398,0.485967026570583,0.8057789717375791,0.8695652173913043,0.0,0.16666666666666666,1.0,0.8709677419354839,2.0,0.24770642201834864,0.3076923076923077,0.13043478260869565,0.4,0.2,0.16666666666666666,0.4,0.2,0.28205128205128205,0.2732919254658385,0.4782608695652174,0.28579519710013596,0.0,0.6133186166298749,0.5821389195148842,T3,False,none,0.22222233333333333,0.8709677419354839,0.8,0.8484848181818182,0.19047619480519482,0.083337500250015,0.7938931455043401
098a0eac-6fc0-4efa-b050-7f5a850f01af,0.17391304347826086,0.17391304347826086,0.4,0.23915156014908398,0.5919421404655419,0.5022777363422256,0.21212121212121213,0,0.4,0.1,0.8,0.4,1.0,0.75,0.2,0.4,0.5,0.2,1.0,1.0,0.17391304347826086,0.5919421404655419,0.9960159760958566,0.42219699615787637,0.660275371484604,0.391304347826087,0.0,0.5,0.5,0.7741935483870968,2.0,0.5963302752293578,0.46153846153846156,0.17391304347826086,0.4,0.2,0.5,0.4,0.2,0.5256410256410257,0.5217391304347826,0.8315217391304348,0.13876302673312188,0.0,0.9757174392935982,0.8318632855567806,T3,False,none,0.22222233333333333,0.3870967741935484,0.333334,0.7575757272727273,0.3549783506493506,0.22223108386503188,0.6997455954392676
cd0005d0-0e60-4406-8bee-6ae57d016367,0.2608695652173913,0.2608695652173913,0.6,0.19774249212276823,0.3262982798444446,0.28914871513083007,0.20202020202020202,0,0.6,0.1,0.4666666666666667,0.6,1.0,0.6666666666666666,0.4,0.3,0.5,0.4,1.0,0.8333333333333334,0.2608695652173913,0.3262982798444446,0.6274797648785893,0.3216783073383396,0.6711602620264696,0.34782608695652173,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.8064516129032258,0.0,0.8302752293577982,0.6923076923076923,0.2608695652173913,0.6,0.4,0.6666666666666666,0.6,0.4,0.5705128205128205,0.5652173913043478,0.30434782608695654,0.3371091980063434,0.0,0.40397350993377484,0.5446527012127894,T3,False,none,0.25,0.26881719354838707,0.222222,0.7878788181818183,0.288961038961039,0.500015000900054,0.7273112421899816
846dc7e6-0780-4556-8e0a-d78be1eb65cf,0.17391304347826086,0.17391304347826086,0.3,0.2261808143256236,0.5598372650409899,0.2472982341450036,0.40404040404040403,0,0.2,0.2,0.2,0.2,1.0,1.0,0.2,0.4,0.25,0.2,1.0,1.0,0.17391304347826086,0.5598372650409899,0.7768386610319662,0.3481746282878608,0.9459515285844421,0.043478260869565216,0.0,0.5,0.5,0.8064516129032258,1.0,0.29128440366972475,0.38461538461538464,0.17391304347826086,0.2,0.2,0.5,0.2,0.2,0.4423076923076923,0.43478260869565216,0.5706521739130435,0.22304032623470774,0.0,0.7358351729212658,0.5854465270121278,T3,False,none,0.3333333333333333,0.4032258064516129,0.2,0.7878788181818183,0.44805194805194803,0.22223108386503188,0.7455471186605254
84c91dbf-a1db-495e-ba51-f547e86e17be,0.30434782608695654,0.30434782608695654,0.5,0.30755863496864416,0.43500667010017197,0.5495403409676762,0.6767676767676768,1,0.4,0.175,0.7333333333333333,0.4,1.0,0.8571428571428571,0.6,0.23333333333333334,0.4166666666666667,0.6,1.0,0.7142857142857143,0.30434782608695654,0.43500667010017197,0.9957879747278483,0.32821695011790053,0.7768075242676198,0.9130434782608695,0.2857142857142857,0.6666666666666666,0.5714285714285714,0.8709677419354839,2.0,0.6461336828309305,0.6923076923076923,0.30434782608695654,0.4,0.6,0.6666666666666666,0.4,0.6,0.6923076923076923,0.6770186335403726,0.6521739130434783,0.2026506570004531,0.1438474870017331,0.8955114054451804,0.7094818081587652,T3,False,none,0.4444443333333334,0.49769583870967743,0.253968,0.8787879090909091,0.4675324675324675,0.34029216753005176,0.8493881031001448
ae22fce3-53c8-463d-b273-6e3db1742f62,0.21739130434782608,0.2173913043478261,0.4,0.3505606869720592,0.6941594469380054,0.23170641663469352,0.7070707070707071,0,0.2,0.25,0.2,0.2,1.0,1.0,0.4,0.25,0.3333333333333333,0.4,1.0,0.6,0.2173913043478261,0.6941594469380054,0.9307935847615084,0.2691610556986652,0.4473481134210236,0.043478260869565216,0.2,0.3333333333333333,0.8,0.6129032258064516,2.0,0.620183486238532,0.38461538461538464,0.21739130434782608,0.2,0.4,0.3333333333333333,0.2,0.4,0.2564102564102564,0.2546583850931677,0.8315217391304348,0.13876302673312188,0.0,0.9757174392935982,0.8318632855567806,T3,False,none,0.5,0.49032258064516127,0.266666,0.6060606363636364,0.2597402597402597,0.1736194171650299,0.6335878142299379
3c8f01fc-9b35-4e1c-a63d-92926d56d3ab,0.21739130434782608,0.2173913043478261,0.5,0.26871168206497115,0.5320869097420168,0.364643153999943,0.35353535353535354,0,0.2,0.25,0.6,0.2,1.0,1.0,0.6,0.16666666666666669,0.4166666666666667,0.6,1.0,0.6,0.2173913043478261,0.5320869097420168,0.8618811712870277,0.3251493563229145,0.7377820584975834,0.08695652173913043,0.2,0.5,0.6,0.6129032258064516,2.0,0.29174311926605506,0.5384615384615384,0.21739130434782608,0.2,0.6,0.5,0.2,0.6,0.44871794871794873,0.43478260869565216,0.4782608695652174,0.28579519710013596,0.0,0.6133186166298749,0.5821389195148842,T3,False,none,0.6666666666666666,0.36774193548387096,0.2,0.6060606363636364,0.45454545454545453,0.231491389483369,0.6692110939533517
5b808fcd-b85a-45fb-91c2-434d81a9f184,0.17391304347826086,0.17391304347826086,0.3,0.21742477524976925,0.5381645295199249,0.4174896943552597,0.9696969696969697,0,0.2,0.2,0.4,0.2,1.0,1.0,0.2,0.4,0.3333333333333333,0.2,1.0,1.0,0.17391304347826086,0.5381645295199249,0.8736032416194496,0.4073120513542597,0.943266279467824,0.21739130434782608,0.0,0.3333333333333333,0.75,0.6774193548387096,0.0,0.5298165137614679,0.3076923076923077,0.17391304347826086,0.2,0.2,0.3333333333333333,0.2,0.2,0.28846153846153844,0.2795031055900621,0.8043478260869565,0.15564114182147712,0.11611785095320624,0.7792494481236203,0.7122381477398015,T3,False,none,0.3333333333333333,0.5080645161290323,0.3,0.6666666363636363,0.2922077922077922,0.1481551393083585,0.6475826986578093
5c1d6c75-a891-4fe8-a8a9-23c0af5f1f35,0.08695652173913043,0.08695652173913043,0.2,0.08543884508763035,0.42295231365873637,0.14923283498992945,0.8181818181818182,0,0.4,0.05,0.4666666666666667,0.4,1.0,0.5,0.4,0.1,0.4166666666666667,0.4,1.0,0.5,0.08695652173913043,0.42295231365873637,0.4943169659017954,0.5865056501331257,0.3104909224886713,0.043478260869565216,0.5,0.3333333333333333,0.5,0.8064516129032258,2.0,0.6192660550458715,0.46153846153846156,0.08695652173913043,0.4,0.4,0.3333333333333333,0.4,0.4,0.40384615384615385,0.391304347826087,0.6521739130434783,0.2026506570004531,0.1438474870017331,0.8955114054451804,0.7094818081587652,T3,False,none,0.3333333333333333,0.4032258064516129,0.5,0.7878788181818183,0.2727272727272727,0.1111156669400164,0.7569974994658398
