phase,community_id,size,fraud_account_count,fraud_ratio,density,unique_devices,unique_ips,unique_merchants,shared_device_count,shared_ip_count,shared_device_ratio,shared_ip_ratio,avg_proj_degree
T1,0,1934,0,0.0,0.0885,500,1000,200,500,990,1.0,0.99,171.09
T1,1,1,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0
T1,2,1,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0
T1,3,1,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0
T1,4,1,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0
T1,5,1,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0
T1,6,1,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0
T1,7,1,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0
T1,8,1,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0
T1,9,1,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0
T1,10,1,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0
T1,11,1,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0
T1,12,1,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0
T1,13,1,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0
T1,14,1,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0
T1,15,1,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0
T1,16,1,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0
T1,17,1,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0
T1,18,1,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0
T1,19,1,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0
T1,20,1,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0
T1,21,1,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0
T1,22,1,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0
T1,23,1,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0
T1,24,1,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0
T1,25,1,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0
T1,26,1,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0
T1,27,1,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0
T1,28,1,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0
T1,29,1,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0
T1,30,1,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0
T1,31,1,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0
T1,32,1,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0
T1,33,1,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0
T1,34,1,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0
T1,35,1,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0
T1,36,1,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0
T1,37,1,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0
T1,38,1,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0
T1,39,1,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0
T1,40,1,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0
T1,41,1,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0
T1,42,1,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0
T1,43,1,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0
T1,44,1,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0
T1,45,1,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0
T1,46,1,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0
T1,47,1,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0
T1,48,1,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0
T1,49,1,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0
T1,50,1,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0
T1,51,1,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0
T1,52,1,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0
T1,53,1,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0
T1,54,1,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0
T1,55,1,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0
T1,56,1,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0
T1,57,1,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0
T1,58,1,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0
T1,59,1,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0
T1,60,1,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0
T1,61,1,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0
T1,62,1,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0
T1,63,1,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0
T1,64,1,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0
T1,65,1,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0
T1,66,1,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0
