account_id,acct_tx_count,acct_tx_velocity,acct_active_days,acct_amount_total,acct_amount_avg,acct_amount_std,acct_age_days,acct_kyc_unverified,dev_unique_count,dev_tx_per_device,dev_max_accts_per_device,dev_shared_count,dev_shared_ratio,dev_concentration,net_unique_ip_count,net_tx_per_ip,net_max_accts_per_ip,net_shared_ip_count,net_shared_ip_ratio,net_ip_concentration,tx_velocity,tx_amount_mean,tx_amount_max,tx_amount_concentration,tx_time_spread_hours,tx_hour_mode,tx_weekend_ratio,merch_unique_count,merch_concentration,merch_max_accts_per_merchant,merch_top_category,merch_avg_age_days,graph_degree,graph_weighted_degree,graph_connected_devices,graph_connected_ips,graph_connected_merchants,graph_shared_devices,graph_shared_ips,graph_proj_degree,graph_proj_weighted_degree,graph_community_size,graph_community_density,graph_community_fraud_ratio,graph_community_shared_device_ratio,graph_community_shared_ip_ratio,phase,is_fraud_account,fraud_cluster_id,device_drift_score,network_drift_score,merchant_drift_score,graph_drift_score,community_drift_score,account_drift_score,transaction_drift_score,behavioral_drift_score,relational_drift_score,account_genome_drift,relational_anomaly_score,net_ip_persistence_score,merch_persistence_score,dev_mutation_score,relational_stability_score,topology_drift_score,behavioral_shift_score,genome_drift_score
3293e810-8fb4-42d6-b5c3-11b967920cec,0.2608695652173913,0.2608695652173913,0.36363636363636365,0.2647256740479452,0.4368283778828731,0.6006112799041791,0.47474747474747475,0,0.4,0.15,0.6666666666666666,0.4,1.0,0.8333333333333334,0.6,0.2,0.3333333333333333,0.6,1.0,0.5,0.2608695652173913,0.4368283778828731,0.9265595593573562,0.3548128428253481,0.8763822244399445,0.5217391304347826,0.5,0.3333333333333333,0.5,0.6451612903225806,3.0,0.5137614678899083,0.5384615384615384,0.2608695652173913,0.4,0.6,0.3333333333333333,0.4,0.6,0.3717948717948718,0.36024844720496896,0.6091370558375635,0.15428183053919345,0.0,1.0,0.6944444444444444,T1,False,none,0.0795886422410109,0.29387496649247485,0.23397868413282932,0.211788982178625,0.19396854649030335,0.1695895441913201,0.902305,0.18810208932816214,0.26948017114920647,0.23133404191003676,0.29615491650459824,0.4444443333333334,0.3225806451612903,0.25,0.6363636363636364,0.25108224675324675,0.3333467508050483,0.6456741491851795
087b38e2-9611-4614-b0d1-e678fe4359f1,0.13043478260869565,0.13043478260869565,0.2727272727272727,0.0946687041398728,0.3124289067497437,0.7283536613141482,0.2222222222222222,0,0.2,0.15,0.7333333333333333,0.2,1.0,1.0,0.4,0.15,0.16666666666666666,0.4,1.0,0.6666666666666666,0.13043478260869565,0.3124289067497437,0.8923373540241241,0.9555308076157025,0.5051134616388839,0.2608695652173913,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.967741935483871,0.0,0.5902140672782874,0.38461538461538464,0.13043478260869565,0.2,0.4,0.3333333333333333,0.2,0.4,0.3717948717948718,0.36024844720496896,0.3299492385786802,0.43781150883552333,0.0,0.6638501102130786,0.46585648148148145,T1,False,none,0.14089630017329835,0.14448397464131554,0.3047477978615302,0.026692244340032513,0.2486421999758898,0.11491843071860694,0.583707,0.13013841098691417,0.15535527697341492,0.13372546262343424,0.2766032173464961,0.5,0.6451612903225806,0.333334,0.939393909090909,0.37662337662337664,0.1250057503450207,0.9160304644251555
d544c8f4-67ea-4616-bff8-1781d458079c,0.08695652173913043,0.08695652173913043,0.18181818181818182,0.023557591226565224,0.11661835671213959,0.09312417101966629,0.050505050505050504,1,0.2,0.1,0.4666666666666667,0.2,1.0,1.0,0.4,0.1,0.25,0.4,1.0,0.5,0.08695652173913043,0.11661835671213959,0.1616889701338208,0.6957793996144312,0.15772995491705782,0.043478260869565216,0.0,0.3333333333333333,0.5,0.8064516129032258,0.0,0.24770642201834864,0.38461538461538464,0.08695652173913043,0.2,0.4,0.3333333333333333,0.2,0.4,0.3333333333333333,0.32298136645962733,0.5177664974619289,0.25724966017217943,0.0,0.7398971344599559,0.6898148148148148,T1,False,none,0.055282100288396474,0.18577803289278633,0.2607249532221049,0.027767837251804664,0.07526123623604368,0.20280265386345506,1.151784,0.2339558616857235,0.11092360064168241,0.17459675536192582,0.16180086039701805,0.5,0.4032258064516129,0.333334,0.8181818181818182,0.33766233766233766,0.1111156669400164,0.814249403492412
1aeeef32-ba70-48d6-9c7c-0a28be73e955,0.13043478260869565,0.13043478260869565,0.18181818181818182,0.08860839052660113,0.29242845175294213,0.19721277341584614,0.2727272727272727,0,0.2,0.15,0.7333333333333333,0.2,1.0,1.0,0.2,0.3,0.5,0.2,1.0,1.0,0.13043478260869565,0.29242845175294213,0.38140428842573054,0.4363477858955379,0.5313544029846416,0.17391304347826086,0.0,0.16666666666666666,1.0,0.7741935483870968,0.0,0.3394495412844037,0.23076923076923078,0.13043478260869565,0.2,0.2,0.16666666666666666,0.2,0.2,0.23717948717948717,0.2360248447204969,0.6091370558375635,0.15428183053919345,0.0,1.0,0.6944444444444444,T1,False,none,0.14089630017329835,0.13964136765640556,0.3239593390052475,0.11786932470170862,0.19396854649030335,0.08546560874900874,0.605089,0.11470504482833523,0.19583719978339406,0.1458860553233835,0.15383980186095841,0.3333333333333333,0.7741935483870968,0.5,0.7575757272727273,0.24025974025974026,0.083337500250015,0.7315520052250378
5799f55c-506b-42a2-886b-e44c148beb85,0.2608695652173913,0.2608695652173913,0.36363636363636365,0.20351247188658003,0.3358194224752361,0.35893036165371955,0.5353535353535354,0,0.4,0.15,0.6666666666666666,0.4,1.0,0.5,0.2,0.6,0.3333333333333333,0.2,1.0,1.0,0.2608695652173913,0.3358194224752361,0.6745700474202845,0.33601454509227663,0.6251512918554792,0.21739130434782608,0.5,0.5,0.5,0.8387096774193549,2.0,0.3134556574923547,0.46153846153846156,0.2608695652173913,0.4,0.2,0.5,0.4,0.2,0.46794871794871795,0.453416149068323,0.3248730964467005,0.4090394200271862,0.0,0.3265980896399706,0.4091435185185185,T1,False,none,0.1526820548677796,0.27827064229307974,0.2912700583433108,0.1878090733536893,0.33485368462361204,0.14075838077735997,0.692137,0.16312394510841158,0.3023249546830867,0.23342641314606516,0.27592813330952576,0.22222233333333333,0.41935483870967744,0.25,0.8181818181818182,0.3160173116883117,0.3333467508050483,0.747455439125539
2e94cfaf-3ab7-4d59-9501-ea5856cc3bfc,0.21739130434782608,0.2173913043478261,0.45454545454545453,0.20594036842797805,0.40779088346996617,0.4290420263584186,0.35353535353535354,0,0.2,0.25,0.4,0.2,1.0,1.0,0.4,0.25,0.5833333333333334,0.4,1.0,0.6,0.2173913043478261,0.40779088346996617,0.6641419848519091,0.3269200098449422,0.7831168152991895,0.0,0.2,0.3333333333333333,0.6,0.8064516129032258,2.0,0.10458715596330276,0.38461538461538464,0.21739130434782608,0.2,0.4,0.3333333333333333,0.2,0.4,0.391025641025641,0.37888198757763975,0.5228426395939086,0.18543271409152698,0.0,0.6076414401175606,0.6174768518518519,T1,False,none,0.18243540789423343,0.1263520227178652,0.241409712775573,0.06359237279962958,0.017501032376877838,0.11506869054486488,0.642986,0.14900537970724387,0.0955166128117842,0.11328776340038811,0.20117289819099998,0.5,0.4838709677419355,0.2,0.7878788181818183,0.3961038961038961,0.231491389483369,0.7837149020064961
b43be182-9bb2-4581-95e9-491474acbfb2,0.2608695652173913,0.2608695652173913,0.2727272727272727,0.24011116218085324,0.39621154942469666,0.2620110314610071,0.6464646464646465,0,0.6,0.1,0.6,0.6,1.0,0.6666666666666666,0.8,0.15,0.5833333333333334,0.8,1.0,0.5,0.2608695652173913,0.39621154942469666,0.5836695020170121,0.24642042609531964,0.5242107584030079,0.34782608695652173,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.8064516129032258,1.0,0.4602446483180428,0.8461538461538461,0.2608695652173913,0.6,0.8,0.6666666666666666,0.6,0.8,0.5833333333333334,0.5838509316770186,0.7208121827411168,0.14465337562301767,0.0,0.8853783982365907,0.5364583333333334,T1,False,none,0.2572886659281068,0.5861145763180652,0.3765652255029643,0.6713289133554634,0.17382341097320436,0.13817694540259443,0.591712,0.17686679832583574,0.6367152165678126,0.42201028787682054,0.7520194878905796,0.4166666666666667,0.26881719354838707,0.222222,0.7878788181818183,0.29545454545454547,0.500015000900054,0.7654792545435684
5e1bdc01-72ca-4101-ba81-2077e959ada6,0.2608695652173913,0.2608695652173913,0.36363636363636365,0.2862902612659975,0.4724124733358492,0.41162475172129936,0.1111111111111111,0,0.4,0.15,0.4666666666666667,0.4,1.0,0.5,0.6,0.2,0.25,0.4,0.6666666666666666,0.6666666666666666,0.2608695652173913,0.4724124733358492,0.994669968019808,0.35220416187459985,0.639934087229981,0.13043478260869565,0.16666666666666666,0.8333333333333334,0.3333333333333333,0.9354838709677419,0.0,0.3944954128440367,0.7692307692307693,0.2608695652173913,0.4,0.6,0.8333333333333334,0.4,0.4,0.75,0.7267080745341615,0.7208121827411168,0.14465337562301767,0.0,0.8853783982365907,0.5364583333333334,T1,False,none,0.10224848333397094,0.23117540135621412,0.5871037916812331,0.5248701879313837,0.17382341097320436,0.16899158592373534,0.676202,0.16491423860908971,0.5075906147592038,0.34504161391260074,0.609527961294467,0.29629633333333333,0.3118279677419355,0.111112,0.8989899090909091,0.5064935064935064,0.500015000900054,0.826971921605197
6b0e34f4-bdcf-4610-945c-20d9d09d7a8e,0.17391304347826086,0.17391304347826086,0.36363636363636365,0.2506939526419265,0.6205115903744088,0.47650070842426767,0.21212121212121213,1,0.4,0.1,0.7333333333333333,0.4,1.0,0.5,0.2,0.4,0.4166666666666667,0.2,1.0,1.0,0.17391304347826086,0.6205115903744088,0.9110414662487974,0.36839721598141834,0.7423576580078793,0.8695652173913043,0.25,0.16666666666666666,1.0,0.8064516129032258,2.0,0.027522935779816515,0.3076923076923077,0.17391304347826086,0.4,0.2,0.16666666666666666,0.4,0.2,0.27564102564102566,0.2732919254658385,0.5228426395939086,0.18543271409152698,0.0,0.6076414401175606,0.6174768518518519,T1,False,none,0.16492445769981204,0.1580105954820016,0.42554435341446945,0.08931722195284796,0.017501032376877838,0.10774861957672234,0.786356,0.15811265839204397,0.16168566205912935,0.15459066865040774,0.1248433606637808,0.22222233333333333,0.8064516129032258,0.666666,0.8181818181818182,0.18614718181818182,0.11111666700002,0.7633586440184242
805fec30-97b7-4e16-ad7b-b22ce278381b,0.21739130434782608,0.2173913043478261,0.36363636363636365,0.22726490307776182,0.4500164601784122,0.35585855237849734,0.13131313131313133,0,0.2,0.25,0.26666666666666666,0.2,1.0,1.0,0.4,0.25,0.75,0.4,1.0,0.6,0.2173913043478261,0.4500164601784122,0.8737352424114544,0.38973511233549346,0.7636980777376139,0.21739130434782608,0.4,0.6666666666666666,0.4,0.8064516129032258,2.0,0.28623853211009176,0.5384615384615384,0.21739130434782608,0.2,0.4,0.6666666666666666,0.2,0.4,0.5833333333333334,0.5838509316770186,0.5228426395939086,0.18543271409152698,0.0,0.6076414401175606,0.6174768518518519,T1,False,none,0.22985803208258415,0.20023197153068056,0.40960862343477455,0.2783789695880388,0.017501032376877838,0.11295106980730242,0.590899,0.15381173250520588,0.2765737616978652,0.2137528887502072,0.45850538860764856,0.5,0.3225806451612903,0.133334,0.7878788181818183,0.5909090909090909,0.3472343340600436,0.7811703983839391
